customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02616,Female,0,No,Yes,12,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),116.74,365.48,Yes
CUST-02617,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.81,8625.48,Yes
CUST-02618,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),25.42,6623.59,No
CUST-02619,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,76.99,1461.13,No
CUST-02620,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,80.72,5565.85,Yes
CUST-02621,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,70.96,8213.53,No
CUST-02622,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,53.75,7803.1,Yes
CUST-02623,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,No,Electronic check,111.14,8164.6,No
CUST-02624,Female,0,Yes,No,13,Yes,Yes,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,52.77,971.52,Yes
CUST-02625,Female,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),49.47,7421.01,No
CUST-02626,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),113.24,7742.95,No
CUST-02627,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.18,1585.56,Yes
CUST-02628,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.17,6150.21,No
CUST-02629,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,44.45,6021.98,Yes
CUST-02630,Male,0,No,Yes,44,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,31.26,5986.75,No
CUST-02631,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.56,4981.38,No
CUST-02632,Male,0,Yes,Yes,29,Yes,No phone service,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),91.23,2081.98,Yes
CUST-02633,Female,0,No,No,68,Yes,Yes,No,No,No,No,No,Yes,Yes,One year,No,Mailed check,28.87,950.83,No
CUST-02634,Female,0,No,No,49,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),92.66,2148.59,Yes
CUST-02635,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),108.46,7942.73,No
CUST-02636,Male,1,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,23.86,1974.74,Yes
CUST-02637,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,59.52,3760.52,No
CUST-02638,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.29,3839.7,No
CUST-02639,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,99.69,8029.26,Yes
CUST-02640,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,30.2,1015.68,No
CUST-02641,Female,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.47,4165.74,Yes
CUST-02642,Male,1,Yes,No,12,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.74,7033.62,Yes
CUST-02643,Male,0,Yes,No,36,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.85,553.88,No
CUST-02644,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,117.41,6480.99,Yes
CUST-02645,Male,0,No,Yes,28,No,No,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.14,833.67,No
CUST-02646,Female,0,Yes,Yes,60,No,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,34.11,3938.94,Yes
CUST-02647,Male,0,No,No,49,No,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,108.98,1387.68,No
CUST-02648,Male,0,No,No,38,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,34.56,3397.07,No
CUST-02649,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.21,341.92,No
CUST-02650,Female,0,Yes,No,5,No,Yes,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,92.69,7317.13,No
CUST-02651,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,24.25,1178.37,No
CUST-02652,Female,0,No,No,2,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.97,1643.41,No
CUST-02653,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.18,3989.77,No
CUST-02654,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,113.26,187.45,No
CUST-02655,Male,1,No,No,69,Yes,No,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,73.14,8000.76,No
CUST-02656,Male,0,Yes,No,40,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.46,3602.47,No
CUST-02657,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,27.17,4609.8,No
CUST-02658,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,74.31,7553.57,No
CUST-02659,Female,0,Yes,No,69,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.79,5011.0,No
CUST-02660,Female,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.43,709.71,No
CUST-02661,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,103.5,6978.72,No
CUST-02662,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,106.6,7956.16,No
CUST-02663,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,86.38,7023.01,Yes
CUST-02664,Female,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,70.54,1666.22,No
CUST-02665,Male,0,No,No,4,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,88.01,4188.02,Yes
CUST-02666,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,46.91,2614.02,Yes
CUST-02667,Female,0,No,No,31,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),29.38,5201.53,No
CUST-02668,Male,0,Yes,No,5,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,73.73,7273.99,No
CUST-02669,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,66.74,3486.58,No
CUST-02670,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),61.11,5151.79,Yes
CUST-02671,Female,1,No,No,41,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),37.24,107.37,Yes
CUST-02672,Female,0,Yes,No,30,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.37,3058.31,No
CUST-02673,Male,0,No,No,26,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,117.27,5400.5,No
CUST-02674,Male,0,Yes,Yes,49,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,111.42,8602.76,No
CUST-02675,Male,1,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),43.68,2429.67,Yes
CUST-02676,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.27,1533.11,Yes
CUST-02677,Female,1,No,No,15,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),50.88,7780.81,No
CUST-02678,Male,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.19,4894.81,Yes
CUST-02679,Male,0,Yes,Yes,38,Yes,No,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,40.7,8647.98,No
CUST-02680,Male,1,Yes,No,38,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.15,2221.28,No
CUST-02681,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.72,1714.96,No
CUST-02682,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),74.33,3101.5,No
CUST-02683,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,117.97,5026.64,Yes
CUST-02684,Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,31.32,681.02,No
CUST-02685,Male,0,No,No,50,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.11,3388.77,Yes
CUST-02686,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.59,587.86,No
CUST-02687,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.58,5719.37,No
CUST-02688,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.83,3000.68,No
CUST-02689,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Mailed check,77.46,8430.48,No
CUST-02690,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,61.51,912.77,No
CUST-02691,Male,0,No,No,48,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.27,7769.01,No
CUST-02692,Female,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,32.38,246.34,No
CUST-02693,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.88,5694.49,Yes
CUST-02694,Female,0,Yes,No,67,Yes,No,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.57,8233.58,No
CUST-02695,Female,0,No,No,60,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,46.51,6148.45,Yes
CUST-02696,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.14,284.09,No
CUST-02697,Female,0,No,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.97,5713.92,Yes
CUST-02698,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,95.51,2518.95,No
CUST-02699,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,82.46,6341.48,Yes
CUST-02700,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,84.17,3936.32,No
CUST-02701,Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,84.96,5378.24,No
CUST-02702,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,91.68,224.23,No
CUST-02703,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),49.92,2447.73,No
CUST-02704,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,105.22,2635.12,No
CUST-02705,Female,1,No,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.35,3897.98,No
CUST-02706,Male,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.83,7650.29,No
CUST-02707,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),69.55,3218.08,No
CUST-02708,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),99.28,6116.31,No
CUST-02709,Female,0,No,Yes,53,No,No,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.79,3110.7,No
CUST-02710,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.3,1760.56,No
CUST-02711,Male,0,Yes,Yes,37,No,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),103.9,4030.21,Yes
CUST-02712,Female,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),118.72,2130.46,No
CUST-02713,Female,1,Yes,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.97,475.88,No
CUST-02714,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.57,1875.01,Yes
CUST-02715,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),29.29,734.89,No
CUST-02716,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,88.09,429.85,Yes
CUST-02717,Male,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,87.28,6419.44,No
CUST-02718,Male,0,No,No,24,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),67.39,6042.7,No
CUST-02719,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.07,1349.0,No
CUST-02720,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,24.59,371.91,No
CUST-02721,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),118.18,224.69,No
CUST-02722,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,66.91,6357.74,No
CUST-02723,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.24,3687.65,No
CUST-02724,Male,0,No,No,72,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),71.77,3741.89,No
CUST-02725,Female,0,No,No,13,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,72.99,571.12,No
CUST-02726,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.89,6962.48,No
CUST-02727,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.43,2547.33,No
CUST-02728,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),110.77,3657.85,No
CUST-02729,Male,1,No,Yes,44,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.75,3849.01,No
CUST-02730,Male,0,No,No,32,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,81.07,7662.47,No
CUST-02731,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),24.06,7239.7,No
CUST-02732,Female,0,Yes,No,54,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Electronic check,67.36,2866.32,No
CUST-02733,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),100.15,655.93,No
CUST-02734,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.74,4847.46,No
CUST-02735,Female,1,No,No,17,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,54.38,2395.23,Yes
CUST-02736,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),83.0,2695.01,Yes
CUST-02737,Female,1,Yes,Yes,36,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,25.21,7666.42,No
CUST-02738,Female,1,Yes,No,58,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,56.8,6400.11,No
CUST-02739,Female,0,No,Yes,41,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.79,3396.76,No
CUST-02740,Female,0,Yes,No,8,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,85.5,5628.03,No
CUST-02741,Female,0,No,Yes,67,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.04,1677.76,No
CUST-02742,Male,0,Yes,Yes,30,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.1,5803.02,No
CUST-02743,Male,1,No,No,52,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,43.87,561.54,No
CUST-02744,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,113.44,5709.11,No
CUST-02745,Female,1,No,Yes,52,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),118.39,7702.64,No
CUST-02746,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),34.65,5049.45,No
CUST-02747,Male,1,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,25.88,2968.74,No
CUST-02748,Female,1,No,No,67,Yes,Yes,No,No internet service,No,No,Yes,No,No internet service,One year,No,Mailed check,35.69,4857.48,No
CUST-02749,Female,0,No,Yes,4,No,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.96,2889.08,No
CUST-02750,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,89.71,2545.45,No
CUST-02751,Male,0,No,No,63,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.19,61.41,Yes
CUST-02752,Male,0,No,Yes,32,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),23.86,2200.37,No
CUST-02753,Female,1,No,No,51,No,No,DSL,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,68.79,7765.6,No
CUST-02754,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.14,1571.28,No
CUST-02755,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,31.67,5507.18,No
CUST-02756,Male,0,Yes,No,19,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,26.9,5336.56,No
CUST-02757,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),60.41,1974.68,No
CUST-02758,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.16,6706.57,No
CUST-02759,Male,0,No,No,26,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),34.86,3825.71,No
CUST-02760,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),31.19,6927.42,No
CUST-02761,Male,0,Yes,No,23,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.64,125.66,Yes
CUST-02762,Male,0,Yes,No,35,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.0,1309.69,Yes
CUST-02763,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),30.21,3273.36,No
CUST-02764,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.34,4135.36,No
CUST-02765,Female,0,Yes,Yes,67,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.79,4753.34,No
CUST-02766,Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),60.21,6853.93,Yes
CUST-02767,Male,0,No,No,61,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,115.57,7844.28,Yes
CUST-02768,Male,0,No,No,21,No,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,89.11,2767.97,No
CUST-02769,Male,0,Yes,No,7,Yes,No,No,No,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,109.84,7704.83,No
CUST-02770,Male,1,No,No,11,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,48.81,2326.9,No
CUST-02771,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,79.19,639.01,No
CUST-02772,Female,1,No,No,32,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,65.01,5043.77,No
CUST-02773,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),118.65,5791.52,No
CUST-02774,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,67.02,2578.66,No
CUST-02775,Female,0,No,No,41,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.33,1488.35,No
CUST-02776,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.5,858.82,Yes
CUST-02777,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,32.36,3839.97,No
CUST-02778,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,28.19,3562.65,No
CUST-02779,Male,0,No,No,53,Yes,No,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.77,2488.65,Yes
CUST-02780,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.06,1933.06,No
CUST-02781,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.07,357.23,No
CUST-02782,Male,0,No,Yes,32,No,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,25.23,5989.57,No
CUST-02783,Female,0,Yes,No,48,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,98.09,3405.17,No
CUST-02784,Female,0,No,No,68,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),106.69,1889.71,Yes
CUST-02785,Female,0,No,No,57,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.38,4490.35,No
CUST-02786,Female,0,Yes,Yes,62,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,20.7,7651.3,No
CUST-02787,Male,0,No,No,2,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.17,2033.27,Yes
CUST-02788,Female,1,Yes,No,16,Yes,Yes,No,No internet service,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),55.56,5333.51,Yes
CUST-02789,Female,1,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,91.4,7973.2,No
